Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Exit_Interview_Feedback,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age
"Medeiros, Jennifer",10068,0,0,0,1,5,3,0,55688,19,22,10,2346,1976-09-22,0,3,2,No,5,3/30/2015,11/4/2015,3,Active,3,Michael Albert,22.0,CareerBuilder,Fully Meets,5.0,4,0,1/21/2019,0,10,N/A - Still Employed,Requested relocation to another state office.,13.2,49.4,1,48
"Gruber, Hans",10234,1,1,1,1,3,3,0,99020,4,3,10,2134,1989-06-30,1,1,2,No,2,4/20/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.2,5,5,1/28/2019,0,8,N/A - Still Employed,No request made,0.8,26.8,5,35
"Pitt, Brad ",10164,0,0,1,1,5,3,0,47001,19,22,10,2451,1981-11-23,1,3,2,No,5,11/5/2007,11/4/2015,3,Active,3,David Stanley,14.0,Google Search,Fully Meets,3.66,3,0,2/25/2019,0,15,N/A - Still Employed,No request made,14.3,35.0,0,43
"Steans, Tyrone  ",10147,0,0,1,1,1,3,0,63003,1,0,10,2703,1986-09-01,1,3,2,No,5,9/29/2014,11/4/2015,3,Active,0,Brandon R. LeBlanc,1.0,Indeed,Fully Meets,3.9,5,5,1/18/2019,0,9,N/A - Still Employed,Seeking a change in management style.,9.2,25.2,3,38
"Hendrickson, Trina",10075,0,0,0,5,5,3,0,68099,20,23,10,2021,2072-08-27,0,3,2,No,5,1/10/2011,6/18/2013,7,Voluntarily Terminated,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,5.0,3,0,1/30/2013,0,15,Commute was becoming too taxing on my work-life balance.,No request made,9.4,38.4,1,-48
"Dobrin, Denisa  S",10207,0,0,0,1,5,3,0,46335,19,22,10,2125,1986-10-07,0,3,2,Yes,5,4/2/2012,11/4/2015,3,Active,3,David Stanley,14.0,CareerBuilder,Fully Meets,3.4,5,0,2/19/2019,0,15,N/A - Still Employed,No request made,7.1,7.1,0,38
"Brown, Mia",10238,1,1,0,1,1,3,1,63000,1,0,10,1450,1987-11-24,0,1,2,No,2,10/27/2008,11/4/2015,3,Active,0,Brandon R. LeBlanc,1.0,Diversity Job Fair,Fully Meets,4.5,2,6,1/15/2019,0,14,N/A - Still Employed,No request made,13.4,15.7,1,37
"Erilus, Angela",10299,0,3,0,1,5,1,0,56847,20,23,10,2133,1989-08-25,0,2,2,No,5,7/7/2014,11/4/2015,3,Active,3,Michael Albert,22.0,Indeed,PIP,3.0,1,0,2/25/2019,2,5,N/A - Still Employed,No request made,6.1,12.2,0,35
"Sloan, Constance",10095,0,0,0,5,5,3,0,63878,20,23,10,1851,1987-11-25,0,3,2,No,5,10/26/2009,4/8/2015,8,Voluntarily Terminated,3,Michael Albert,22.0,CareerBuilder,Fully Meets,4.68,4,0,4/2/2015,0,20,Felt the growth opportunities were limited in the current department.,No request made,0.3,39.9,0,37
"Givens, Myriam",10255,0,0,0,1,6,3,0,61555,3,2,8,46204,1989-09-22,0,3,2,No,5,2/16/2015,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.5,5,0,1/25/2019,0,20,N/A - Still Employed,No request made,5.1,18.0,2,35
"Voldemort, Lord",10118,1,1,1,4,3,3,0,113999,8,9,10,1960,1986-08-07,1,1,2,No,2,2/16/2015,2/22/2017,12,Terminated for Cause,2,Simon Roup,4.0,Employee Referral,Fully Meets,4.33,3,7,2/15/2017,0,9,Commute was becoming too taxing on my work-life balance.,No request made,9.6,26.2,5,38
"Lecter, Hannibal",10251,1,1,1,1,5,3,0,64738,19,22,10,1776,1982-09-02,1,1,2,No,1,5/14/2012,11/4/2015,3,Active,3,Elijiah Gray,16.0,Google Search,Fully Meets,4.1,3,0,2/22/2019,0,10,N/A - Still Employed,No request made,2.9,45.2,0,42
"Hudson, Jane",10248,0,0,0,1,5,3,0,55425,19,22,10,2176,1986-06-10,0,3,2,No,5,2/20/2012,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,4.8,4,0,1/7/2019,0,4,N/A - Still Employed,No request made,8.3,39.1,0,38
"Sullivan, Kissy ",10158,1,1,0,1,5,3,0,63682,18,21,10,1776,1978-03-28,0,1,2,No,2,1/8/2009,11/4/2015,3,Active,3,Janet King,2.0,Indeed,Fully Meets,3.73,4,0,1/24/2019,0,12,N/A - Still Employed,No request made,13.4,9.4,0,46
"Rachael, Maggie",10239,1,1,0,1,3,3,0,95920,4,3,10,2110,1980-05-12,0,1,2,No,2,10/2/2016,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.4,4,6,2/6/2019,0,10,N/A - Still Employed,No request made,5.3,21.9,3,44
"DeGweck,  James",10070,1,1,1,5,5,3,0,55722,19,22,10,1810,1977-10-31,1,1,2,No,5,5/16/2011,6/8/2016,17,Voluntarily Terminated,3,Webster Butler,39.0,Indeed,Fully Meets,5.0,4,0,4/2/2016,0,14,Personal reasons related to family relocation.,No request made,1.7,8.0,1,47
"Owad, Clinton",10281,0,0,1,1,5,2,0,53060,19,22,10,1760,1979-11-24,1,3,2,No,2,2/17/2014,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Needs Improvement,4.25,3,0,2/4/2019,4,6,N/A - Still Employed,No request made,14.5,37.4,1,45
"Evensen, April",10296,0,0,0,4,5,2,0,59124,19,22,10,2458,1989-05-06,0,3,2,No,5,2/17/2014,2/25/2018,12,Terminated for Cause,3,Elijiah Gray,16.0,Google Search,Needs Improvement,2.3,3,0,1/15/2017,5,19,Commute was becoming too taxing on my work-life balance.,No request made,0.1,28.7,1,35
"Punjabhi, Louis  ",10225,0,0,1,1,5,3,0,59472,19,22,10,2109,2061-06-19,1,3,2,No,5,1/6/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,Employee Referral,Fully Meets,4.8,3,0,1/7/2019,0,14,N/A - Still Employed,No request made,1.4,10.9,1,-37
"Langton, Enrico",10052,1,1,1,1,5,3,0,46120,19,22,10,2048,1986-12-09,1,1,2,No,5,7/9/2012,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,5.0,5,0,2/4/2019,0,13,N/A - Still Employed,No request made,7.6,42.0,1,38
"Barbossa, Hector",10012,0,2,1,1,3,4,1,92328,9,6,23,78230,1988-07-04,1,0,2,No,2,11/10/2014,11/4/2015,3,Active,2,Simon Roup,4.0,Diversity Job Fair,Exceeds,4.28,4,5,2/25/2019,0,9,N/A - Still Employed,No request made,13.6,38.3,4,36
"Cady, Max ",10150,0,0,1,1,4,3,0,77692,25,28,10,2184,2066-11-22,1,3,2,No,5,8/15/2011,11/4/2015,3,Active,5,Jennifer Zamora,5.0,Google Search,Fully Meets,3.84,3,5,1/21/2019,0,4,N/A - Still Employed,Seeking a change in management style.,3.1,29.0,4,-42
"Brill, Donna",10177,1,1,0,5,5,3,0,53492,19,22,10,1701,1990-08-24,0,1,2,No,5,4/2/2012,6/15/2013,0,Voluntarily Terminated,3,David Stanley,14.0,Google Search,Fully Meets,3.35,4,0,3/4/2013,0,6,Found a position that allows for 100% remote work.,Looking for a role with more client interaction.,9.1,37.8,1,34
"Lindsay, Leonara ",10008,0,0,0,1,3,4,1,51777,14,17,4,6070,1988-10-05,0,3,2,Yes,2,1/21/2011,11/4/2015,3,Active,2,Eric Dougall,6.0,Diversity Job Fair,Exceeds,4.64,4,5,1/25/2019,0,14,N/A - Still Employed,No request made,7.7,45.3,2,36
"Jhaveri, Sneha  ",10060,0,3,0,1,5,3,0,60436,19,22,10,2109,2064-04-13,0,2,2,No,5,1/6/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,5.0,5,0,1/21/2019,0,9,N/A - Still Employed,Requested relocation to another state office.,10.3,24.3,0,-40
"Simard, Kramer",10178,1,1,1,1,3,3,0,87826,9,6,10,2110,2070-02-08,1,1,2,Yes,5,1/5/2015,11/4/2015,3,Active,2,Simon Roup,4.0,Employee Referral,Fully Meets,3.32,3,7,1/14/2019,0,16,N/A - Still Employed,No request made,7.6,41.1,3,-46
"Houlihan, Debra",10272,1,1,0,1,6,3,0,180000,11,11,21,2908,2066-03-17,0,1,2,No,5,5/5/2014,11/4/2015,3,Active,4,Janet King,2.0,LinkedIn,Fully Meets,4.5,4,0,1/21/2019,0,19,N/A - Still Employed,No request made,4.6,11.5,3,-42
"Martin, Sandra",10110,0,0,0,1,4,3,0,105688,24,27,10,2135,1987-11-07,0,3,2,No,1,11/11/2013,11/4/2015,3,Active,5,Alex Sweetwater,10.0,Google Search,Fully Meets,4.5,5,4,1/14/2019,0,14,N/A - Still Employed,No request made,3.5,30.0,3,37
"Clukey, Elijian",10029,1,1,1,2,5,4,0,50373,19,22,10,2134,1980-08-26,1,1,2,No,5,7/6/2016,11/4/2015,3,Active,3,Brannon Miller,12.0,Employee Referral,Exceeds,4.1,4,0,2/28/2019,0,5,N/A - Still Employed,No request made,8.1,12.9,0,44
"Forrest, Alex",10305,1,1,1,1,6,3,0,70187,3,2,10,2330,2075-07-07,1,1,2,No,5,9/29/2014,8/19/2018,1,Terminated for Cause,4,Lynn Daneault,21.0,Employee Referral,PIP,2.0,5,0,1/28/2019,4,7,Personal reasons related to family relocation.,No request made,5.8,49.5,1,-51
"Petingill, Shana  ",10217,1,1,0,1,5,3,0,74226,20,23,10,2050,1979-03-10,0,1,0,No,1,4/2/2012,11/4/2015,3,Active,3,Brannon Miller,12.0,LinkedIn,Fully Meets,4.3,3,0,1/14/2019,0,14,N/A - Still Employed,Requested relocation to another state office.,1.1,35.8,1,45
"Mancuso, Karen",10073,1,1,0,5,5,3,0,68407,20,23,10,2176,1986-12-10,0,1,2,No,4,7/5/2011,8/19/2012,0,Voluntarily Terminated,3,Amy Dunn,11.0,LinkedIn,Fully Meets,5.0,4,0,7/2/2012,0,16,Commute was becoming too taxing on my work-life balance.,No request made,12.0,13.0,0,38
"Rivera, Haley  ",10011,1,1,0,1,5,4,0,46738,19,22,10,2171,2073-01-12,0,1,2,No,1,11/28/2011,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,Google Search,Exceeds,4.36,5,0,2/11/2019,0,16,N/A - Still Employed,No request made,13.8,29.4,1,-49
"Chace, Beatrice ",10067,0,0,0,1,5,3,0,61656,19,22,10,2763,2051-01-02,0,3,2,No,5,9/29/2014,11/4/2015,3,Active,3,Michael Albert,22.0,Google Search,Fully Meets,5.0,4,0,2/12/2019,0,11,N/A - Still Employed,No request made,3.2,15.4,1,-27
"Ferguson, Susan",10189,1,1,0,5,5,3,0,57748,19,22,10,2176,2055-04-14,0,1,2,No,5,11/7/2011,5/17/2016,10,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Fully Meets,3.13,3,0,2/4/2016,0,16,The role evolved into something different than what was described during hiring.,No request made,4.3,17.9,0,-31
"Rarrick, Quinn",10152,0,2,1,5,5,3,0,61729,19,22,10,2478,1984-12-31,1,0,2,No,5,9/26/2011,4/7/2018,11,Voluntarily Terminated,3,Michael Albert,22.0,Indeed,Fully Meets,3.8,5,0,2/4/2018,0,19,Offered a significantly higher salary at a competitor.,No request made,6.3,49.5,0,40
"Huynh, Ming",10160,0,2,0,5,5,3,0,68182,20,23,10,1742,1976-09-22,0,0,2,No,5,2/21/2011,4/1/2013,17,Voluntarily Terminated,3,Amy Dunn,11.0,Google Search,Fully Meets,3.72,3,0,2/1/2013,0,18,Decided to return to school full-time for an MBA.,No request made,1.4,15.8,0,48
"Boutwell, Bonalyn",10081,1,1,0,1,1,3,1,106367,26,29,10,2468,1987-04-04,0,1,2,No,2,2/16/2015,11/4/2015,3,Active,0,Brandon R. LeBlanc,3.0,Diversity Job Fair,Fully Meets,5.0,4,3,2/18/2019,0,4,N/A - Still Employed,No request made,7.5,26.7,2,37
"Winthrop, Jordan  ",10033,0,0,1,5,5,4,0,70507,20,23,10,2045,2058-11-07,1,3,2,No,5,1/7/2013,2/21/2016,15,Voluntarily Terminated,3,Brannon Miller,12.0,LinkedIn,Exceeds,5.0,3,0,1/19/2016,0,7,Offered a significantly higher salary at a competitor.,No request made,11.5,2.7,0,-34
"Jeannite, Tayana",10009,0,2,0,1,5,4,0,60724,20,23,10,1821,1986-11-06,0,0,2,No,0,7/5/2011,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Exceeds,4.6,4,0,2/25/2019,0,11,N/A - Still Employed,No request made,5.5,35.0,0,38
"Panjwani, Nina",10148,1,1,0,5,5,3,0,63515,19,22,10,2351,1979-05-01,0,1,2,No,5,2/7/2011,1/12/2014,0,Voluntarily Terminated,3,Elijiah Gray,16.0,Google Search,Fully Meets,3.89,4,0,3/4/2013,0,7,Found a position that allows for 100% remote work.,No request made,13.7,44.3,0,45
"Adinolfi, Wilson  K",10026,0,0,1,1,5,4,0,62506,19,22,10,1960,1983-07-10,1,3,2,No,5,7/5/2011,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Exceeds,4.6,5,0,1/17/2019,0,1,N/A - Still Employed,No request made,6.7,23.8,1,41
"Terry, Sharlene ",10161,0,0,0,1,6,3,0,58370,3,2,19,97756,2065-05-07,0,3,2,No,2,9/29/2014,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,3.69,3,0,1/28/2019,0,18,N/A - Still Employed,No request made,12.9,30.0,3,-41
"Torrence, Jack",10013,0,3,1,1,6,4,0,64397,3,2,14,58782,2068-01-15,1,2,2,No,5,1/9/2006,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Exceeds,4.1,3,0,1/4/2019,0,6,N/A - Still Employed,No request made,3.4,30.5,3,-44
"Garcia, Raul",10111,0,0,1,1,5,3,0,52249,19,22,10,1905,1985-09-15,1,3,2,Yes,5,3/30/2015,11/4/2015,3,Active,3,David Stanley,14.0,Employee Referral,Fully Meets,4.5,3,0,2/18/2019,0,5,N/A - Still Employed,No request made,10.3,43.2,0,39
"Moran, Patrick",10223,0,0,1,3,5,3,1,72106,20,23,10,2127,1976-12-03,1,3,2,No,2,1/9/2012,11/4/2015,3,Active,3,Kelley Spirea,18.0,Diversity Job Fair,Fully Meets,4.1,4,0,1/31/2019,0,12,N/A - Still Employed,No request made,8.1,35.6,0,48
"Stanford,Barbara  M",10278,0,2,0,1,5,3,0,47961,19,22,10,2050,1982-08-25,0,0,2,No,4,1/10/2011,11/4/2015,3,Active,3,Kissy Sullivan,20.0,Google Search,Fully Meets,4.1,4,0,2/7/2019,0,9,N/A - Still Employed,No request made,12.0,5.7,0,42
"Gerke, Melisa",10122,0,2,0,5,5,3,1,51505,19,22,10,2330,2070-05-15,0,0,2,No,2,11/7/2011,11/15/2016,7,Voluntarily Terminated,3,Elijiah Gray,16.0,Diversity Job Fair,Fully Meets,4.24,4,0,4/29/2016,0,2,Commute was becoming too taxing on my work-life balance.,No request made,10.1,20.2,0,-46
"Lundy, Susan",10096,0,4,0,5,5,3,0,67237,20,23,10,2122,1976-12-26,0,4,2,No,5,7/8/2013,9/15/2016,11,Voluntarily Terminated,3,Michael Albert,22.0,LinkedIn,Fully Meets,4.65,4,0,6/10/2016,0,15,Found a position that allows for 100% remote work.,No request made,2.6,27.2,0,48
"Fraval, Maruk ",10258,0,0,1,1,6,3,0,67251,3,2,4,6050,2063-08-28,1,3,2,No,2,9/6/2011,11/4/2015,3,Active,4,Lynn Daneault,21.0,CareerBuilder,Fully Meets,4.3,3,0,1/27/2019,2,7,N/A - Still Employed,No request made,2.6,7.2,1,-39
"Candie, Calvin",10001,0,0,1,1,5,4,0,72640,18,21,10,2169,1983-08-09,1,3,2,No,5,1/28/2016,11/4/2015,3,Active,3,Janet King,2.0,Indeed,Exceeds,5.0,3,0,2/22/2019,0,14,N/A - Still Employed,No request made,6.5,34.2,0,41
"Daniele, Ann  ",10212,1,1,0,3,3,3,0,85028,28,31,4,6033,2052-01-18,0,1,2,No,5,11/10/2014,11/4/2015,3,Active,2,Peter Monroe,7.0,LinkedIn,Fully Meets,3.1,5,8,2/12/2019,0,19,N/A - Still Employed,No request made,6.4,10.6,2,-28
"King, Janet",10089,1,1,0,1,2,3,0,250000,16,19,10,1902,2054-09-21,0,1,2,Yes,5,7/2/2012,11/4/2015,3,Active,1,Board of Directors,9.0,Indeed,Fully Meets,4.83,3,0,1/17/2019,0,10,N/A - Still Employed,No request made,8.6,38.1,1,-30
"Salter, Jason",10229,0,2,1,5,3,3,0,88527,9,7,10,2452,1987-12-17,1,0,2,No,2,1/5/2015,10/31/2015,7,Voluntarily Terminated,2,Simon Roup,4.0,LinkedIn,Fully Meets,4.2,3,5,4/20/2015,0,2,Commute was becoming too taxing on my work-life balance.,No request made,13.2,47.7,4,37
"Pearson, Randall",10259,1,1,1,5,3,3,0,93093,9,6,10,2747,1984-09-05,1,1,2,No,5,12/1/2014,5/1/2016,13,Voluntarily Terminated,2,Simon Roup,4.0,Employee Referral,Fully Meets,4.7,4,5,1/16/2016,0,19,Commute was becoming too taxing on my work-life balance.,No request made,3.1,31.2,4,40
"Singh, Nan ",10039,0,0,0,1,1,3,0,51920,2,1,10,2330,1988-05-19,0,3,2,No,5,5/1/2015,11/4/2015,3,Active,0,Brandon R. LeBlanc,1.0,Website,Fully Meets,5.0,3,5,1/15/2019,0,2,N/A - Still Employed,No request made,7.0,31.8,3,36
"Barbara, Thomas",10242,1,1,1,5,5,3,1,47211,19,22,10,2062,2074-02-21,1,1,2,Yes,2,4/2/2012,9/19/2016,17,Voluntarily Terminated,3,Kissy Sullivan,20.0,Diversity Job Fair,Fully Meets,4.2,3,0,5/6/2016,0,15,Felt the growth opportunities were limited in the current department.,No request made,7.3,17.7,0,-50
"Ybarra, Catherine ",10301,0,0,0,5,5,1,0,48513,19,22,10,2458,1982-05-04,0,3,2,No,1,9/2/2008,9/29/2015,0,Voluntarily Terminated,3,Brannon Miller,12.0,Google Search,PIP,3.2,2,0,9/2/2015,5,4,Personal reasons related to family relocation.,No request made,11.1,1.1,1,42
"Newman, Richard ",10063,1,1,1,3,5,3,0,48495,19,22,10,2136,1977-04-08,1,1,2,No,5,5/12/2014,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,5.0,5,0,2/18/2019,0,11,N/A - Still Employed,No request made,1.1,22.9,0,47
"Tejeda, Lenora ",10146,1,1,0,5,5,3,0,72202,20,23,10,2129,2053-05-24,0,1,2,No,5,5/16/2011,7/8/2017,0,Voluntarily Terminated,3,Elijiah Gray,16.0,Google Search,Fully Meets,3.93,3,0,4/18/2017,0,3,Found a position that allows for 100% remote work.,No request made,11.9,23.3,1,-29
"Bozzi, Charles",10175,0,0,1,5,5,3,0,74312,18,21,10,1901,2070-03-10,1,3,2,No,1,9/30/2013,8/7/2014,15,Voluntarily Terminated,3,Janet King,2.0,Indeed,Fully Meets,3.39,3,0,2/20/2014,0,14,Felt the growth opportunities were limited in the current department.,No request made,12.5,25.8,0,-46
"Rhoads, Thomas",10058,0,2,1,5,5,3,0,45115,19,22,10,2176,1982-07-22,1,0,2,Yes,5,5/16/2011,1/15/2016,15,Voluntarily Terminated,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,5.0,4,0,3/30/2015,0,11,Management style didn't align with my personal work ethics.,No request made,7.3,32.0,0,42
"Anderson, Carol ",10069,0,2,0,5,5,3,0,50825,19,22,10,2169,1989-09-08,0,0,2,No,5,7/11/2011,9/6/2016,16,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Fully Meets,5.0,4,0,2/1/2016,0,2,Commute was becoming too taxing on my work-life balance.,No request made,0.3,41.8,0,35
"Handschiegl, Joanne",10125,1,1,0,1,5,3,0,54828,19,22,10,2127,1977-03-23,0,1,2,No,5,11/28/2011,11/4/2015,3,Active,3,Michael Albert,22.0,Google Search,Fully Meets,4.2,4,0,2/22/2019,0,13,N/A - Still Employed,No request made,4.3,43.6,0,47
"Bunbury, Jessica",10188,1,1,0,5,6,3,0,74326,3,2,25,21851,2064-06-01,0,1,0,No,2,8/15/2011,8/2/2014,0,Voluntarily Terminated,4,John Smith,17.0,Google Search,Fully Meets,3.14,5,0,2/10/2013,1,19,Personal reasons related to family relocation.,No request made,2.6,37.5,3,-40
"Petrowsky, Thelma",10016,1,1,0,1,3,4,0,93554,9,6,10,1886,1984-09-16,0,1,2,No,2,11/10/2014,11/4/2015,3,Active,2,Simon Roup,4.0,Employee Referral,Exceeds,4.6,5,7,1/4/2019,0,16,N/A - Still Employed,No request made,11.7,7.7,3,40
"Le, Binh",10232,0,0,0,1,3,3,0,81584,22,25,10,1886,1987-06-14,0,3,2,No,1,10/2/2016,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.1,5,7,1/8/2019,0,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.9,45.5,4,37
"Pham, Hong",10050,1,1,1,5,5,3,0,64724,19,22,10,2451,1988-03-06,1,1,2,No,1,7/5/2011,11/30/2012,11,Voluntarily Terminated,3,Brannon Miller,12.0,Google Search,Fully Meets,5.0,3,0,2/20/2012,0,13,The workload was consistently exceeding 50 hours a week without recognition.,No request made,13.5,24.2,1,36
"Tredinnick, Neville ",10044,1,1,1,5,3,3,0,75281,15,18,10,1420,1988-05-05,1,1,2,No,5,1/5/2015,2/12/2016,9,Voluntarily Terminated,2,Peter Monroe,7.0,CareerBuilder,Fully Meets,5.0,3,5,4/15/2015,0,11,Felt the growth opportunities were limited in the current department.,No request made,13.2,43.9,4,36
"Ivey, Rose ",10139,0,0,0,1,5,3,0,51908,19,22,10,1775,1991-01-28,0,3,2,No,5,8/19/2013,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,3.99,3,0,1/14/2019,0,14,N/A - Still Employed,Seeking a change in management style.,6.7,39.7,0,33
"Darson, Jene'ya ",10056,1,1,0,1,5,3,0,57583,19,22,10,2110,1978-11-05,0,1,2,No,5,7/2/2012,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,5.0,3,0,2/25/2019,0,1,N/A - Still Employed,No request made,13.3,26.6,0,46
"Pelletier, Ermine",10297,1,1,0,5,5,2,0,60270,20,23,10,2472,1989-07-18,0,1,2,No,1,7/5/2011,9/15/2015,17,Voluntarily Terminated,3,Amy Dunn,11.0,CareerBuilder,Needs Improvement,2.4,5,0,2/6/2015,5,2,Seeking a more innovative company culture.,No request made,8.7,38.4,0,35
"Hutter, Rosalie",10214,0,3,0,2,5,3,0,64995,20,23,10,2351,1992-05-07,0,2,2,No,5,6/5/2015,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,Indeed,Fully Meets,4.5,3,0,2/14/2019,0,6,N/A - Still Employed,Looking for a role with more client interaction.,7.2,6.3,1,32
"Hitchcock, Alfred",10167,1,1,1,1,6,3,0,70545,3,2,15,3062,1988-09-14,1,1,2,No,0,8/18/2014,11/4/2015,3,Active,4,John Smith,17.0,Indeed,Fully Meets,3.6,5,0,1/30/2019,0,9,N/A - Still Employed,Requested relocation to another state office.,12.5,16.3,2,36
"Wilber, Barry",10048,1,1,1,5,5,3,0,55140,19,22,10,2324,2065-09-09,1,1,0,No,5,5/16/2011,9/7/2015,17,Voluntarily Terminated,3,Amy Dunn,11.0,Website,Fully Meets,5.0,3,0,2/15/2015,0,7,Personal reasons related to family relocation.,No request made,9.7,6.4,1,-41
"Bachiochi, Linda",10114,0,0,0,3,5,3,1,47837,19,22,10,1902,2070-02-11,0,3,2,No,2,7/6/2009,11/4/2015,3,Active,3,Brannon Miller,12.0,Diversity Job Fair,Fully Meets,4.46,3,0,1/25/2019,0,4,N/A - Still Employed,No request made,7.8,8.4,0,-46
"DeVito, Tommy",10197,0,0,1,1,3,3,0,96820,4,3,10,2045,1983-09-04,1,3,2,No,5,2/15/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,3.01,5,7,1/23/2019,0,15,N/A - Still Employed,No request made,3.8,49.1,2,41
"Szabo, Andrew",10024,0,0,1,1,4,4,0,92989,24,27,10,2140,1983-05-06,1,3,2,No,5,7/7/2014,11/4/2015,3,Active,5,Alex Sweetwater,10.0,LinkedIn,Exceeds,4.5,5,5,2/18/2019,0,1,N/A - Still Employed,No request made,7.3,36.2,4,41
"Dee, Randy",10311,1,1,1,1,6,1,0,56991,19,22,10,2138,1988-04-15,1,1,2,No,5,7/9/2018,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,4.3,4,3,1/31/2019,2,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,1.4,5.3,0,36
"Chang, Donovan  E",10154,0,0,1,1,5,3,0,60380,19,22,10,1845,1983-08-24,1,3,2,No,5,7/8/2013,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,LinkedIn,Fully Meets,3.8,5,0,1/14/2019,0,4,N/A - Still Employed,No request made,4.0,40.7,1,41
"Sahoo, Adil",10233,1,1,1,1,5,3,0,57975,20,23,10,2062,1986-04-26,1,1,2,No,5,8/30/2010,11/4/2015,3,Active,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,4.1,3,0,1/10/2019,0,13,N/A - Still Employed,No request made,7.4,14.7,0,38
"Lajiri,  Jyoti",10113,1,1,1,3,3,3,0,93206,28,31,10,2169,1986-04-23,1,1,2,No,5,11/10/2014,11/4/2015,3,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,4.46,5,6,1/7/2019,0,7,N/A - Still Employed,No request made,1.5,37.6,4,38
"Carter, Michelle ",10040,0,0,0,1,6,3,0,71860,3,2,26,5664,2063-05-15,0,3,2,No,5,8/18/2014,11/4/2015,3,Active,4,John Smith,17.0,Indeed,Fully Meets,5.0,5,0,1/21/2019,0,7,N/A - Still Employed,No request made,10.1,48.2,3,-39
"Hankard, Earnest",10074,0,0,1,1,5,3,0,64246,20,23,10,2155,1988-08-10,1,3,2,Yes,5,11/11/2013,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,5.0,3,0,1/8/2019,0,20,N/A - Still Employed,No request made,9.9,34.1,0,36
"True, Edward",10102,0,0,1,5,4,3,1,100416,24,27,10,2451,1983-06-14,1,3,1,No,2,2/18/2013,4/15/2018,9,Voluntarily Terminated,5,Alex Sweetwater,10.0,Diversity Job Fair,Fully Meets,4.6,3,4,2/12/2017,0,9,Management style didn't align with my personal work ethics.,No request made,1.0,24.9,3,41
"Perry, Shakira",10171,0,0,0,5,5,3,0,45998,19,22,10,2176,1986-07-20,0,3,2,No,5,5/16/2011,10/25/2015,9,Voluntarily Terminated,3,Amy Dunn,11.0,LinkedIn,Fully Meets,3.45,4,0,5/13/2014,0,5,The role evolved into something different than what was described during hiring.,Requested relocation to another state office.,2.4,31.8,0,38
"Knapp, Bradley  J",10208,0,0,1,1,5,3,0,46654,19,22,10,1721,1977-11-10,1,3,2,No,2,2/17/2014,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,3.1,3,0,2/6/2019,0,3,N/A - Still Employed,No request made,9.4,14.1,0,47
"Blount, Dianna",10294,0,0,0,1,5,2,0,66441,20,23,10,2171,1990-09-21,0,3,2,No,5,4/4/2011,11/4/2015,3,Active,3,Michael Albert,22.0,CareerBuilder,Needs Improvement,2.0,3,0,2/27/2019,2,3,N/A - Still Employed,No request made,9.6,41.0,0,34
