Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Exit_Interview_Feedback,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age
"Estremera, Miguel",10280,0,0,1,4,5,2,0,60340.0,1,19,22,10,2129,1983-09-02,1,3,2,No,5,4/2/2012,9/27/2018,4.0,Terminated for Cause,3,Michael Albert,22.0,Google Search,Needs Improvement,5.0,4,0,4/12/2018,5,16,Seeking a more innovative company culture.,No request made,5.9,24.3,0,41
"Evensen, April",10296,0,0,0,4,5,2,0,59124.0,1,19,22,10,2458,1989-05-06,0,3,2,No,5,2/17/2014,2/25/2018,12.0,Terminated for Cause,3,Elijiah Gray,16.0,Google Search,Needs Improvement,2.3,3,0,1/15/2017,5,19,Commute was becoming too taxing on my work-life balance.,No request made,0.1,28.7,1,35
"Exantus, Susan",10290,1,1,0,4,4,2,0,99280.0,1,24,27,10,1749,1987-05-15,0,1,2,No,2,5/2/2011,6/5/2013,4.0,Terminated for Cause,5,Alex Sweetwater,10.0,Indeed,Needs Improvement,2.1,5,4,8/10/2012,4,19,Personal reasons related to family relocation.,No request made,11.7,33.8,3,37
"Faller, Megan",10263,1,1,0,1,5,3,0,71776.0,0,20,23,10,1824,1978-09-22,0,1,2,No,2,7/7/2014,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,4.4,5,0,2/22/2019,0,17,N/A - Still Employed,No request made,8.0,20.1,0,46
"Fancett, Nicole",10136,0,0,0,1,5,3,0,65902.0,0,20,23,10,2324,1987-09-27,0,3,2,No,2,2/17/2014,11/4/2015,3.0,Active,3,Webster Butler,14.570957095709572,LinkedIn,Fully Meets,4.0,4,0,1/7/2019,0,7,N/A - Still Employed,No request made,4.5,44.3,0,37
"Ferguson, Susan",10189,1,1,0,5,5,3,0,57748.0,1,19,22,10,2176,2055-04-14,0,1,2,No,5,11/7/2011,5/17/2016,10.0,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Fully Meets,3.13,3,0,2/4/2016,0,16,The role evolved into something different than what was described during hiring.,No request made,4.3,17.9,0,40
"Fernandes, Nilson",10308,1,1,1,1,5,1,0,64057.0,0,19,22,10,2132,1989-10-18,1,1,2,No,5,5/11/2015,11/4/2015,3.0,Active,3,Amy Dunn,11.0,Indeed,PIP,1.56,5,0,1/3/2019,6,15,N/A - Still Employed,No request made,0.7,17.1,1,35
"Fett, Boba",10309,0,0,1,1,3,1,0,53366.0,0,15,18,10,2138,1987-06-18,1,3,2,No,5,3/30/2015,11/4/2015,3.0,Active,2,Peter Monroe,7.0,LinkedIn,PIP,1.2,3,6,2/4/2019,3,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.4,29.0,2,37
"Fidelia,  Libby",10049,1,1,0,1,5,3,0,58530.0,0,19,22,10,2155,1981-03-16,0,1,2,No,5,1/9/2012,11/4/2015,3.0,Active,3,Brannon Miller,12.0,Google Search,Fully Meets,5.0,5,0,1/29/2019,0,19,N/A - Still Employed,No request made,14.6,39.5,0,43
"Fitzpatrick, Michael  J",10093,0,0,1,5,5,3,0,72609.0,1,20,23,10,2143,1981-10-01,1,3,2,Yes,5,5/16/2011,6/24/2013,7.0,Voluntarily Terminated,3,Amy Dunn,11.0,Google Search,Fully Meets,4.76,5,0,4/5/2013,0,20,Offered a significantly higher salary at a competitor.,No request made,2.3,13.7,0,43
"Foreman, Tanya",10163,1,1,0,5,5,3,0,55965.0,1,20,23,10,2170,1983-11-08,0,1,2,No,5,4/4/2011,1/9/2013,5.0,Voluntarily Terminated,3,Ketsia Liebig,19.0,Google Search,Fully Meets,3.66,3,0,1/7/2012,0,6,The workload was consistently exceeding 50 hours a week without recognition.,No request made,14.7,27.7,1,41
"Forrest, Alex",10305,1,1,1,1,6,3,0,70187.0,1,3,2,10,2330,2075-07-07,1,1,2,No,5,9/29/2014,8/19/2018,1.0,Terminated for Cause,4,Lynn Daneault,21.0,Employee Referral,PIP,2.0,5,0,1/28/2019,4,7,Personal reasons related to family relocation.,No request made,5.8,49.5,1,40
"Foss, Jason",10015,0,0,1,1,3,4,0,178000.0,0,12,13,10,1460,1980-07-05,1,3,2,No,2,4/15/2011,11/4/2015,3.0,Active,2,Jennifer Zamora,5.0,Indeed,Exceeds,5.0,5,5,1/7/2019,0,15,N/A - Still Employed,No request made,14.7,38.0,3,44
"Foster-Baker, Amy",10080,1,1,0,1,1,3,0,99351.0,0,26,29,10,2050,1979-04-16,0,1,2,no,5,1/5/2009,11/4/2015,3.0,Active,0,Board of Directors,9.0,Other,Fully Meets,5.0,3,2,2/8/2019,0,3,N/A - Still Employed,No request made,0.2,13.1,1,45
"Fraval, Maruk",10258,0,0,1,1,6,3,0,67251.0,0,3,2,4,6050,2063-08-28,1,3,2,No,2,9/6/2011,11/4/2015,3.0,Active,4,Lynn Daneault,21.0,CareerBuilder,Fully Meets,4.3,3,0,1/27/2019,2,7,N/A - Still Employed,No request made,2.6,7.2,1,40
"Galia, Lisa",10273,0,0,0,1,3,3,0,65707.0,0,14,17,4,6040,2068-07-06,0,3,2,No,5,5/1/2010,11/4/2015,3.0,Active,2,Eric Dougall,6.0,LinkedIn,Fully Meets,4.7,4,5,2/1/2019,0,1,N/A - Still Employed,No request made,0.7,34.0,2,40
"Garcia, Raul",10111,0,0,1,1,5,3,0,52249.0,0,19,22,10,1905,1985-09-15,1,3,2,Yes,5,3/30/2015,11/4/2015,3.0,Active,3,David Stanley,14.0,Employee Referral,Fully Meets,4.5,3,0,2/18/2019,0,5,N/A - Still Employed,No request made,10.3,43.2,0,39
"Gaul, Barbara",10257,0,0,0,1,5,3,0,53171.0,0,19,22,10,2121,1983-12-02,0,3,2,Yes,2,5/16/2011,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.2,4,0,2/26/2019,0,12,N/A - Still Employed,No request made,5.9,27.4,0,41
"Gentry, Mildred",10159,1,1,0,1,5,3,0,51337.0,0,19,22,10,2145,1990-10-01,0,1,2,No,2,3/30/2015,11/4/2015,3.0,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,3.73,3,0,1/16/2019,0,19,N/A - Still Employed,No request made,11.6,44.4,0,34
"Gerke, Melisa",10122,0,2,0,5,5,3,1,51505.0,1,19,22,10,2330,2070-05-15,0,0,2,No,2,11/7/2011,11/15/2016,7.0,Voluntarily Terminated,3,Elijiah Gray,16.0,Diversity Job Fair,Fully Meets,4.24,4,0,4/29/2016,0,2,Commute was becoming too taxing on my work-life balance.,No request made,10.1,20.2,0,40
"Gill, Whitney",10142,0,4,0,4,6,3,0,59370.0,1,3,2,18,43050,2071-07-10,0,4,2,No,2,7/7/2014,9/5/2015,4.0,Terminated for Cause,4,John Smith,17.0,CareerBuilder,Fully Meets,3.97,4,0,1/15/2014,0,7,Found a position that allows for 100% remote work.,No request made,12.7,46.4,3,40
"Gilles, Alex",10283,1,1,1,5,5,2,1,54933.0,1,19,22,10,2062,2074-08-09,1,1,2,No,2,4/2/2012,6/25/2015,10.0,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Needs Improvement,3.97,4,0,1/20/2015,3,15,Felt the growth opportunities were limited in the current department.,No request made,8.9,2.2,1,40
"Girifalco, Evelyn",10018,0,0,0,1,5,4,0,57815.0,0,19,22,10,2451,1980-05-08,0,3,2,Yes,4,9/29/2014,11/4/2015,3.0,Active,3,Amy Dunn,11.0,Indeed,Exceeds,3.9,4,0,2/7/2019,0,3,N/A - Still Employed,No request made,2.7,3.7,0,44
"Givens, Myriam",10255,0,0,0,1,6,3,0,61555.0,0,3,2,8,46204,1989-09-22,0,3,2,No,5,2/16/2015,11/4/2015,3.0,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.5,5,0,1/25/2019,0,20,N/A - Still Employed,No request made,5.1,18.0,2,35
"Goble, Taisha",10246,0,0,0,4,3,3,0,114800.0,1,8,9,10,2127,2071-10-23,0,3,2,No,5,2/16/2015,3/15/2015,12.0,Terminated for Cause,2,Simon Roup,4.0,Indeed,Fully Meets,4.6,4,4,1/20/2015,0,10,Found a position that allows for 100% remote work.,No request made,4.1,49.4,3,40
"Goeth, Amon",10228,1,1,1,1,3,3,0,74679.0,0,14,17,10,2135,1989-11-24,1,1,2,Yes,5,3/30/2015,11/4/2015,3.0,Active,2,Peter Monroe,7.0,LinkedIn,Fully Meets,4.3,5,7,1/10/2019,0,20,N/A - Still Employed,No request made,5.6,42.0,4,35
"Gold, Shenice",10243,0,0,0,1,5,3,0,53018.0,0,19,22,10,2451,1992-06-18,0,3,2,Yes,5,11/11/2013,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,4.3,5,0,2/18/2019,0,7,N/A - Still Employed,No request made,1.0,19.8,1,32
"Gonzalez, Cayo",10031,0,2,1,1,5,4,1,59892.0,0,19,22,10,2108,2069-09-29,1,0,2,No,2,7/11/2011,11/4/2015,3.0,Active,3,Brannon Miller,12.0,Diversity Job Fair,Exceeds,4.5,4,0,2/18/2019,0,1,N/A - Still Employed,No request made,6.5,1.3,0,40
"Gonzalez, Juan",10300,1,1,1,5,5,1,1,68898.0,1,20,23,10,2128,2064-10-12,1,1,2,No,2,4/26/2010,5/30/2011,5.0,Voluntarily Terminated,3,Brannon Miller,12.0,Diversity Job Fair,PIP,3.0,3,0,3/6/2011,3,10,Seeking a more innovative company culture.,No request made,4.8,6.6,0,40
"Gonzalez, Maria",10101,0,3,0,1,3,3,0,61242.0,0,14,17,10,2472,1981-04-16,0,2,2,Yes,5,1/5/2015,11/4/2015,3.0,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,4.61,4,5,1/28/2019,0,11,N/A - Still Employed,Interested in joining the IT department to leverage technical skills.,9.2,4.9,2,43
"Good, Susan",10237,1,1,0,3,5,3,0,66825.0,0,20,23,10,1886,1986-05-25,0,1,2,No,5,5/12/2014,11/4/2015,3.0,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,4.6,3,0,2/7/2019,0,20,N/A - Still Employed,No request made,11.8,37.4,0,38
"Gordon, David",10051,1,1,1,1,5,3,0,48285.0,0,19,22,10,2169,1979-05-21,1,1,2,No,5,7/2/2012,11/4/2015,3.0,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,5.0,3,0,1/14/2019,0,2,N/A - Still Employed,No request made,0.9,24.0,0,45
"Gosciminski, Phylicia",10218,0,3,0,3,5,3,0,66149.0,0,20,23,10,1824,1983-12-08,0,2,2,No,0,9/30/2013,11/4/2015,3.0,Active,3,Kissy Sullivan,20.0,Google Search,Fully Meets,4.4,5,0,2/21/2019,0,1,N/A - Still Employed,No request made,9.6,11.0,0,41
"Goyal, Roxana",10256,1,1,0,3,5,3,0,49256.0,0,19,22,10,1864,2074-10-09,0,1,2,No,1,8/19/2013,11/4/2015,3.0,Active,3,Kissy Sullivan,20.0,LinkedIn,Fully Meets,4.1,5,0,2/15/2019,0,3,N/A - Still Employed,No request made,4.0,11.2,0,40
"Gray, Elijiah",10098,0,2,1,1,5,3,0,62957.0,0,18,21,10,1752,1981-07-11,1,0,2,No,5,6/2/2015,11/4/2015,3.0,Active,3,Janet King,2.0,Employee Referral,Fully Meets,4.63,3,0,1/4/2019,0,2,N/A - Still Employed,No request made,2.4,14.2,0,43
"Gross, Paula",10059,0,2,0,5,5,3,0,63813.0,1,19,22,10,2176,1983-05-21,0,0,2,No,5,2/21/2011,1/11/2014,11.0,Voluntarily Terminated,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,5.0,5,0,6/3/2013,0,17,The role evolved into something different than what was described during hiring.,No request made,1.9,35.6,1,41
"Gruber, Hans",10234,1,1,1,1,3,3,0,99020.0,0,4,3,10,2134,1989-06-30,1,1,2,No,2,4/20/2017,11/4/2015,3.0,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.2,5,5,1/28/2019,0,8,N/A - Still Employed,No request made,0.8,26.8,5,35
"Guilianno, Mike",10109,0,0,1,5,6,3,0,71707.0,1,3,2,22,37129,2069-02-09,1,3,2,No,4,3/7/2012,10/31/2014,14.0,Voluntarily Terminated,4,John Smith,17.0,LinkedIn,Fully Meets,4.5,5,0,2/1/2013,0,20,Felt the growth opportunities were limited in the current department.,No request made,14.0,43.0,2,40
"Handschiegl, Joanne",10125,1,1,0,1,5,3,0,54828.0,0,19,22,10,2127,1977-03-23,0,1,2,No,5,11/28/2011,11/4/2015,3.0,Active,3,Michael Albert,22.0,Google Search,Fully Meets,4.2,4,0,2/22/2019,0,13,N/A - Still Employed,No request made,4.3,43.6,0,47
"Hankard, Earnest",10074,0,0,1,1,5,3,0,64246.0,0,20,23,10,2155,1988-08-10,1,3,2,Yes,5,11/11/2013,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,5.0,3,0,1/8/2019,0,20,N/A - Still Employed,No request made,9.9,34.1,0,36
"Harrington, Christie",10097,0,0,0,5,5,3,0,52177.0,1,19,22,10,2324,2052-08-18,0,3,2,No,5,1/9/2012,12/15/2015,15.0,Voluntarily Terminated,3,Webster Butler,39.0,CareerBuilder,Fully Meets,4.64,4,0,5/2/2015,0,8,Decided to return to school full-time for an MBA.,No request made,9.4,2.0,0,40
"Harrison, Kara",10007,1,1,0,1,5,4,0,62065.0,0,19,22,10,1886,2074-05-02,0,1,2,No,5,5/12/2014,11/4/2015,3.0,Active,3,Amy Dunn,11.0,CareerBuilder,Exceeds,4.76,4,0,2/15/2019,0,5,N/A - Still Employed,No request made,0.3,47.8,0,40
"Heitzman, Anthony",10129,0,0,1,1,5,3,0,46998.0,0,19,22,10,2149,1984-01-04,1,3,2,No,5,8/13/2012,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,Google Search,Fully Meets,4.17,4,0,2/11/2019,0,1,N/A - Still Employed,Requested relocation to another state office.,3.6,33.3,1,40
"Hendrickson, Trina",10075,0,0,0,5,5,3,0,68099.0,1,20,23,10,2021,2072-08-27,0,3,2,No,5,1/10/2011,6/18/2013,7.0,Voluntarily Terminated,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,5.0,3,0,1/30/2013,0,15,Commute was becoming too taxing on my work-life balance.,No request made,9.4,38.4,1,40
"Hitchcock, Alfred",10167,1,1,1,1,6,3,0,70545.0,0,3,2,15,3062,1988-09-14,1,1,2,No,0,8/18/2014,11/4/2015,3.0,Active,4,John Smith,17.0,Indeed,Fully Meets,3.6,5,0,1/30/2019,0,9,N/A - Still Employed,Requested relocation to another state office.,12.5,16.3,2,36
"Homberger, Adrienne  J",10195,1,1,0,5,5,3,0,63478.0,1,20,23,10,2445,1984-02-16,0,1,1,No,5,8/15/2011,4/7/2012,14.0,Voluntarily Terminated,3,Michael Albert,30.0,Indeed,Fully Meets,3.03,5,0,3/5/2012,0,16,Felt the growth opportunities were limited in the current department.,No request made,1.7,20.7,1,40
"Horton, Jayne",10112,0,0,0,1,3,3,0,97999.0,0,8,9,10,2493,1984-02-21,0,3,2,No,5,3/30/2015,11/4/2015,3.0,Active,2,Simon Roup,4.0,Indeed,Fully Meets,4.48,5,6,1/3/2019,0,4,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.5,13.0,4,40
"Houlihan, Debra",10272,1,1,0,1,6,3,0,180000.0,0,11,11,21,2908,2066-03-17,0,1,2,No,5,5/5/2014,11/4/2015,3.0,Active,4,Janet King,2.0,LinkedIn,Fully Meets,4.5,4,0,1/21/2019,0,19,N/A - Still Employed,No request made,4.6,11.5,3,40
"Howard, Estelle",10182,1,1,0,1,1,3,0,49920.0,1,2,1,10,2170,1985-09-16,0,1,2,No,2,2/16/2015,4/15/2015,12.0,Terminated for Cause,0,Brandon R. LeBlanc,1.0,Indeed,Fully Meets,3.24,3,4,4/15/2015,0,6,Found a position that allows for 100% remote work.,No request made,14.4,6.8,1,39
"Hudson, Jane",10248,0,0,0,1,5,3,0,55425.0,0,19,22,10,2176,1986-06-10,0,3,2,No,5,2/20/2012,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,4.8,4,0,1/7/2019,0,4,N/A - Still Employed,No request made,8.3,39.1,0,38
"Hunts, Julissa",10201,0,0,0,2,5,3,0,69340.0,0,20,23,10,2021,1984-03-11,0,3,2,No,5,6/6/2016,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,3.0,5,0,1/18/2019,0,4,N/A - Still Employed,No request made,10.6,48.0,0,40
"Hutter, Rosalie",10214,0,3,0,2,5,3,0,64995.0,0,20,23,10,2351,1992-05-07,0,2,2,No,5,6/5/2015,11/4/2015,3.0,Active,3,Webster Butler,14.570957095709572,Indeed,Fully Meets,4.5,3,0,2/14/2019,0,6,N/A - Still Employed,Looking for a role with more client interaction.,7.2,6.3,1,32
"Huynh, Ming",10160,0,2,0,5,5,3,0,68182.0,1,20,23,10,1742,1976-09-22,0,0,2,No,5,2/21/2011,4/1/2013,17.0,Voluntarily Terminated,3,Amy Dunn,11.0,Google Search,Fully Meets,3.72,3,0,2/1/2013,0,18,Decided to return to school full-time for an MBA.,No request made,1.4,15.8,0,48
"Immediato, Walter",10289,1,1,1,5,5,2,0,83082.0,1,18,21,10,2128,1976-11-15,1,1,2,No,1,2/21/2011,9/24/2012,17.0,Voluntarily Terminated,3,Janet King,2.0,Indeed,Needs Improvement,2.34,2,0,4/12/2012,3,4,Decided to return to school full-time for an MBA.,No request made,9.1,11.9,0,48
"Ivey, Rose",10139,0,0,0,1,5,3,0,51908.0,0,19,22,10,1775,1991-01-28,0,3,2,No,5,8/19/2013,11/4/2015,3.0,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,3.99,3,0,1/14/2019,0,14,N/A - Still Employed,Seeking a change in management style.,6.7,39.7,0,33
"Jackson, Maryellen",10227,0,0,0,1,5,3,0,61242.0,0,19,22,10,2081,2072-09-11,0,3,2,No,2,11/5/2012,11/4/2015,3.0,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,4.1,3,0,1/17/2019,0,7,N/A - Still Employed,No request made,13.2,6.3,1,40
"Jacobi, Hannah",10236,0,2,0,1,5,3,0,45069.0,0,19,22,10,1778,2066-03-22,0,0,2,No,5,9/30/2013,11/4/2015,3.0,Active,3,Kissy Sullivan,20.0,Employee Referral,Fully Meets,4.3,5,0,2/22/2019,0,7,N/A - Still Employed,No request made,13.9,17.7,0,40
"Jeannite, Tayana",10009,0,2,0,1,5,4,0,60724.0,0,20,23,10,1821,1986-11-06,0,0,2,No,0,7/5/2011,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,LinkedIn,Exceeds,4.6,4,0,2/25/2019,0,11,N/A - Still Employed,No request made,5.5,35.0,0,38
"Jhaveri, Sneha",10060,0,3,0,1,5,3,0,60436.0,0,19,22,10,2109,2064-04-13,0,2,2,No,5,1/6/2014,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,5.0,5,0,1/21/2019,0,9,N/A - Still Employed,Requested relocation to another state office.,10.3,24.3,0,40
"Johnson, George",10034,1,1,1,5,5,4,0,46837.0,1,19,22,10,2445,2059-08-19,1,1,2,No,5,11/7/2011,4/29/2018,11.0,Voluntarily Terminated,3,Michael Albert,22.0,CareerBuilder,Exceeds,4.7,4,0,2/14/2018,0,9,Management style didn't align with my personal work ethics.,No request made,7.2,24.1,1,40
"Johnson, Noelle",10156,1,1,0,3,3,3,0,105700.0,0,8,9,10,2301,1986-11-07,0,1,2,No,1,1/5/2015,11/4/2015,3.0,Active,2,Simon Roup,4.0,Indeed,Fully Meets,3.75,3,5,2/11/2019,0,2,N/A - Still Employed,No request made,12.2,7.2,4,38
"Johnston, Yen",10036,0,0,0,1,5,4,0,63322.0,0,20,23,10,2128,2069-09-08,0,3,2,No,5,7/7/2014,11/4/2015,3.0,Active,3,Brannon Miller,12.0,LinkedIn,Exceeds,4.3,3,0,1/11/2019,0,1,N/A - Still Employed,No request made,5.5,15.5,0,40
"Jung, Judy",10138,1,1,0,5,5,3,0,61154.0,1,19,22,10,2446,1986-04-17,0,1,2,No,2,1/10/2011,4/1/2016,17.0,Voluntarily Terminated,3,Elijiah Gray,16.0,CareerBuilder,Fully Meets,4.0,4,0,2/3/2016,0,4,Management style didn't align with my personal work ethics.,No request made,7.8,27.6,0,38
"Kampew, Donysha",10244,0,0,0,5,6,3,0,68999.0,1,21,24,20,19444,1989-11-11,0,3,2,No,5,11/7/2011,4/24/2014,8.0,Voluntarily Terminated,4,Debra Houlihan,15.0,Google Search,Fully Meets,4.5,5,0,3/30/2013,0,2,The workload was consistently exceeding 50 hours a week without recognition.,No request made,14.4,48.7,1,35
"Keatts, Kramer",10192,0,0,1,1,5,3,0,50482.0,0,19,22,10,1887,1976-01-19,1,3,2,No,5,9/30/2013,11/4/2015,3.0,Active,3,Michael Albert,22.0,Indeed,Fully Meets,3.07,4,0,1/23/2019,0,10,N/A - Still Employed,Seeking a change in management style.,1.0,17.6,0,48
"Khemmich, Bartholemew",10231,0,0,1,1,6,3,0,65310.0,0,3,2,3,80820,1979-11-27,1,3,2,No,5,8/19/2013,11/4/2015,3.0,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.3,5,0,1/22/2019,0,13,N/A - Still Employed,No request made,12.3,18.4,2,45
"King, Janet",10089,1,1,0,1,2,3,0,250000.0,0,16,19,10,1902,2054-09-21,0,1,2,Yes,5,7/2/2012,11/4/2015,3.0,Active,1,Board of Directors,9.0,Indeed,Fully Meets,4.83,3,0,1/17/2019,0,10,N/A - Still Employed,No request made,8.6,38.1,1,40
"Kinsella, Kathleen",10166,1,1,0,5,5,3,0,54005.0,1,19,22,10,2170,2073-12-08,0,1,2,No,5,9/26/2011,6/4/2015,11.0,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Fully Meets,3.6,5,0,3/1/2015,0,16,Seeking a more innovative company culture.,No request made,10.2,8.2,0,40
"Kirill, Alexandra",10170,1,1,0,5,5,3,0,45433.0,1,19,22,10,2127,2070-10-08,0,1,2,No,5,9/26/2011,1/9/2014,11.0,Voluntarily Terminated,3,Amy Dunn,11.0,Google Search,Fully Meets,3.49,4,0,1/30/2013,0,6,The role evolved into something different than what was described during hiring.,Requested relocation to another state office.,9.1,14.8,1,40
"Knapp, Bradley  J",10208,0,0,1,1,5,3,0,46654.0,0,19,22,10,1721,1977-11-10,1,3,2,No,2,2/17/2014,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,3.1,3,0,2/6/2019,0,3,N/A - Still Employed,No request made,9.4,14.1,0,47
"Kretschmer, John",10176,1,1,1,1,5,3,0,63973.0,0,19,22,10,1801,1980-02-02,1,1,2,No,1,1/10/2011,11/4/2015,3.0,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,3.38,3,0,1/21/2019,0,17,N/A - Still Employed,No request made,6.7,21.8,0,44
"Kreuger, Freddy",10165,0,0,1,1,6,3,1,71339.0,0,3,2,17,10171,2069-02-24,1,3,2,Yes,2,3/7/2011,11/4/2015,3.0,Active,4,John Smith,17.0,Diversity Job Fair,Fully Meets,3.65,5,0,1/17/2019,0,20,N/A - Still Employed,No request made,13.9,22.5,2,40
"Lajiri,  Jyoti",10113,1,1,1,3,3,3,0,93206.0,0,28,31,10,2169,1986-04-23,1,1,2,No,5,11/10/2014,11/4/2015,3.0,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,4.46,5,6,1/7/2019,0,7,N/A - Still Employed,No request made,1.5,37.6,4,38
"Landa, Hans",10092,1,1,1,4,5,3,0,82758.0,1,18,21,10,1890,2072-07-01,1,1,2,No,5,1/10/2011,12/12/2015,4.0,Terminated for Cause,3,Janet King,2.0,Employee Referral,Fully Meets,4.78,4,0,2/15/2015,0,9,Found a position that allows for 100% remote work.,No request made,14.7,13.1,0,40
"Langford, Lindsey",10106,0,2,0,5,5,3,0,66074.0,1,20,23,10,2090,1979-07-25,0,0,2,No,1,1/7/2013,3/31/2014,0.0,Voluntarily Terminated,3,David Stanley,14.0,Indeed,Fully Meets,4.52,3,0,2/20/2014,0,20,Personal reasons related to family relocation.,No request made,8.2,29.2,0,45
"Langton, Enrico",10052,1,1,1,1,5,3,0,46120.0,0,19,22,10,2048,1986-12-09,1,1,2,No,5,7/9/2012,11/4/2015,3.0,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,5.0,5,0,2/4/2019,0,13,N/A - Still Employed,No request made,7.6,42.0,1,38
"LaRotonda, William",10038,0,2,1,1,1,3,0,64520.0,0,1,0,10,1460,1984-04-26,1,0,2,No,2,1/6/2014,11/4/2015,3.0,Active,0,Brandon R. LeBlanc,1.0,Website,Fully Meets,5.0,4,4,1/17/2019,0,3,N/A - Still Employed,No request made,12.2,11.4,1,40
"Latif, Mohammed",10249,1,1,1,5,5,3,0,61962.0,1,20,23,10,2126,1984-05-09,1,1,2,No,5,4/2/2012,4/15/2013,11.0,Voluntarily Terminated,3,Kissy Sullivan,20.0,Google Search,Fully Meets,4.9,3,0,2/20/2013,0,20,Offered a significantly higher salary at a competitor.,No request made,10.7,14.7,0,40
"Le, Binh",10232,0,0,0,1,3,3,0,81584.0,0,22,25,10,1886,1987-06-14,0,3,2,No,1,10/2/2016,11/4/2015,3.0,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.1,5,7,1/8/2019,0,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.9,45.5,4,37
"Leach, Dallas",10087,0,0,0,5,5,3,0,63676.0,1,19,22,10,1810,1979-01-17,0,3,2,No,1,9/26/2011,8/19/2018,16.0,Voluntarily Terminated,3,Kissy Sullivan,20.0,CareerBuilder,Fully Meets,4.88,3,0,7/2/2017,0,17,Commute was becoming too taxing on my work-life balance.,No request made,12.1,14.3,0,45
"LeBlanc, Brandon  R",10134,1,1,1,1,1,3,0,93046.0,0,23,26,10,1460,1984-06-10,1,1,2,No,5,1/5/2016,11/4/2015,3.0,Active,0,Janet King,2.0,CareerBuilder,Fully Meets,4.1,4,0,1/28/2019,0,20,N/A - Still Employed,No request made,9.3,39.5,3,40
"Lecter, Hannibal",10251,1,1,1,1,5,3,0,64738.0,0,19,22,10,1776,1982-09-02,1,1,2,No,1,5/14/2012,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,Google Search,Fully Meets,4.1,3,0,2/22/2019,0,10,N/A - Still Employed,No request made,2.9,45.2,0,42
"Leruth, Giovanni",10103,0,3,1,1,6,3,0,70468.0,0,3,2,24,84111,1988-12-27,1,2,2,No,2,4/30/2012,11/4/2015,3.0,Active,4,John Smith,17.0,Website,Fully Meets,4.53,3,0,1/29/2019,0,16,N/A - Still Employed,No request made,0.8,8.4,2,36
"Liebig, Ketsia",10017,1,1,0,1,5,4,0,77915.0,0,18,21,10,2110,1981-10-26,0,1,2,No,5,9/30/2013,11/4/2015,3.0,Active,3,Janet King,2.0,Website,Exceeds,4.1,3,0,1/21/2019,0,11,N/A - Still Employed,No request made,7.8,48.5,0,43
"Linares, Marilyn",10186,1,1,0,5,5,3,0,52624.0,1,19,22,10,1886,1981-03-26,0,1,2,No,5,7/5/2011,9/26/2018,17.0,Voluntarily Terminated,3,Michael Albert,22.0,Indeed,Fully Meets,3.18,4,0,3/2/2018,0,16,The role evolved into something different than what was described during hiring.,No request made,12.5,8.5,0,43
