Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Exit_Interview_Feedback,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age
"MacLennan, Samuel",10191,0,4,1,5,5,3,0,52788,19,22,10,1938,2072-11-09,1,4,2,No,5,9/24/2012,9/26/2017,7,Voluntarily Terminated,3,Amy Dunn,11.0,Indeed,Fully Meets,3.08,4,0,4/1/2017,0,18,Decided to return to school full-time for an MBA.,No request made,8.0,39.1,0,40
"Nguyen, Lei-Ming",10206,0,0,0,1,5,3,0,62061,19,22,10,2132,1984-07-07,0,3,2,No,5,7/8/2013,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,3.6,5,0,1/2/2019,0,4,N/A - Still Employed,No request made,12.0,10.0,0,40
"Girifalco, Evelyn",10018,0,0,0,1,5,4,0,57815,19,22,10,2451,1980-05-08,0,3,2,Yes,4,9/29/2014,11/4/2015,3,Active,3,Amy Dunn,11.0,Indeed,Exceeds,3.9,4,0,2/7/2019,0,3,N/A - Still Employed,No request made,2.7,3.7,0,44
"Navathe, Kurt",10079,0,0,1,1,3,3,0,87921,22,25,10,2056,2070-04-25,1,3,2,No,1,2/10/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,5.0,3,6,2/25/2019,0,17,N/A - Still Employed,No request made,10.9,35.2,3,40
"Landa, Hans",10092,1,1,1,4,5,3,0,82758,18,21,10,1890,2072-07-01,1,1,2,No,5,1/10/2011,12/12/2015,4,Terminated for Cause,3,Janet King,2.0,Employee Referral,Fully Meets,4.78,4,0,2/15/2015,0,9,Found a position that allows for 100% remote work.,No request made,14.7,13.1,0,40
"Hankard, Earnest",10074,0,0,1,1,5,3,0,64246,20,23,10,2155,1988-08-10,1,3,2,Yes,5,11/11/2013,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,5.0,3,0,1/8/2019,0,20,N/A - Still Employed,No request made,9.9,34.1,0,36
"Patronick, Lucas",10005,0,0,1,5,4,4,1,108987,24,27,10,1844,1979-02-20,1,3,2,No,2,11/7/2011,9/7/2015,0,Voluntarily Terminated,5,Alex Sweetwater,10.0,Diversity Job Fair,Exceeds,5.0,5,3,8/16/2015,0,13,Management style didn't align with my personal work ethics.,No request made,8.2,35.7,2,45
"Bacong, Alejandro ",10250,0,2,1,1,3,3,0,50178,14,17,10,1886,1988-01-07,1,0,2,No,5,1/5/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,Indeed,Fully Meets,5.0,5,6,2/18/2019,0,16,N/A - Still Employed,No request made,8.4,29.3,5,36
"Sloan, Constance",10095,0,0,0,5,5,3,0,63878,20,23,10,1851,1987-11-25,0,3,2,No,5,10/26/2009,4/8/2015,8,Voluntarily Terminated,3,Michael Albert,22.0,CareerBuilder,Fully Meets,4.68,4,0,4/2/2015,0,20,Felt the growth opportunities were limited in the current department.,No request made,0.3,39.9,0,37
"Leruth, Giovanni",10103,0,3,1,1,6,3,0,70468,3,2,24,84111,1988-12-27,1,2,2,No,2,4/30/2012,11/4/2015,3,Active,4,John Smith,17.0,Website,Fully Meets,4.53,3,0,1/29/2019,0,16,N/A - Still Employed,No request made,0.8,8.4,2,36
"True, Edward",10102,0,0,1,5,4,3,1,100416,24,27,10,2451,1983-06-14,1,3,1,No,2,2/18/2013,4/15/2018,9,Voluntarily Terminated,5,Alex Sweetwater,10.0,Diversity Job Fair,Fully Meets,4.6,3,4,2/12/2017,0,9,Management style didn't align with my personal work ethics.,No request made,1.0,24.9,3,41
"Smith, Leigh Ann",10153,1,1,0,5,1,3,1,55000,2,1,10,1844,1987-06-14,0,1,2,No,2,9/26/2011,9/25/2013,5,Voluntarily Terminated,0,Brandon R. LeBlanc,1.0,Diversity Job Fair,Fully Meets,3.8,4,4,8/15/2013,0,17,Management style didn't align with my personal work ethics.,No request made,1.8,47.7,3,37
"Shields, Seffi",10091,1,1,0,1,5,3,0,52087,19,22,10,2149,1985-08-24,0,1,2,No,5,8/19/2013,11/4/2015,3,Active,3,Amy Dunn,11.0,LinkedIn,Fully Meets,4.81,4,0,2/15/2019,0,15,N/A - Still Employed,No request made,14.0,6.8,0,39
"Clukey, Elijian",10029,1,1,1,2,5,4,0,50373,19,22,10,2134,1980-08-26,1,1,2,No,5,7/6/2016,11/4/2015,3,Active,3,Brannon Miller,12.0,Employee Referral,Exceeds,4.1,4,0,2/28/2019,0,5,N/A - Still Employed,No request made,8.1,12.9,0,44
"Salter, Jason",10229,0,2,1,5,3,3,0,88527,9,7,10,2452,1987-12-17,1,0,2,No,2,1/5/2015,10/31/2015,7,Voluntarily Terminated,2,Simon Roup,4.0,LinkedIn,Fully Meets,4.2,3,5,4/20/2015,0,2,Commute was becoming too taxing on my work-life balance.,No request made,13.2,47.7,4,37
"Nowlan, Kristie",10104,0,0,0,1,5,3,0,66738,20,23,10,1040,1985-11-23,0,3,2,No,5,11/10/2014,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,4.53,5,0,1/16/2019,0,5,N/A - Still Employed,No request made,12.1,5.9,0,39
"Gerke, Melisa",10122,0,2,0,5,5,3,1,51505,19,22,10,2330,2070-05-15,0,0,2,No,2,11/7/2011,11/15/2016,7,Voluntarily Terminated,3,Elijiah Gray,16.0,Diversity Job Fair,Fully Meets,4.24,4,0,4/29/2016,0,2,Commute was becoming too taxing on my work-life balance.,No request made,10.1,20.2,0,40
"Immediato, Walter",10289,1,1,1,5,5,2,0,83082,18,21,10,2128,1976-11-15,1,1,2,No,1,2/21/2011,9/24/2012,17,Voluntarily Terminated,3,Janet King,2.0,Indeed,Needs Improvement,2.34,2,0,4/12/2012,3,4,Decided to return to school full-time for an MBA.,No request made,9.1,11.9,0,48
"Vega, Vincent",10144,0,2,1,1,5,3,0,88976,17,21,10,2169,2068-10-10,1,0,2,No,5,8/1/2011,11/4/2015,3,Active,3,Janet King,2.0,Employee Referral,Fully Meets,3.93,3,0,2/27/2019,0,19,N/A - Still Employed,No request made,2.7,39.7,0,40
"Tippett, Jeanette",10123,0,2,0,1,5,3,0,56339,19,22,10,2093,2067-06-05,0,0,2,No,2,2/18/2013,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,4.21,5,0,1/14/2019,0,4,N/A - Still Employed,No request made,9.5,29.3,0,40
"Langford, Lindsey",10106,0,2,0,5,5,3,0,66074,20,23,10,2090,1979-07-25,0,0,2,No,1,1/7/2013,3/31/2014,0,Voluntarily Terminated,3,David Stanley,14.0,Indeed,Fully Meets,4.52,3,0,2/20/2014,0,20,Personal reasons related to family relocation.,No request made,8.2,29.2,0,45
"Davis, Daniel",10143,0,0,1,1,5,3,0,56294,20,23,10,2458,1979-09-14,1,3,0,No,4,11/7/2011,11/4/2015,3,Active,3,Kissy Sullivan,20.0,LinkedIn,Fully Meets,3.96,4,0,2/27/2019,0,6,N/A - Still Employed,No request made,0.1,32.2,0,45
"Huynh, Ming",10160,0,2,0,5,5,3,0,68182,20,23,10,1742,1976-09-22,0,0,2,No,5,2/21/2011,4/1/2013,17,Voluntarily Terminated,3,Amy Dunn,11.0,Google Search,Fully Meets,3.72,3,0,2/1/2013,0,18,Decided to return to school full-time for an MBA.,No request made,1.4,15.8,0,48
"Liebig, Ketsia",10017,1,1,0,1,5,4,0,77915,18,21,10,2110,1981-10-26,0,1,2,No,5,9/30/2013,11/4/2015,3,Active,3,Janet King,2.0,Website,Exceeds,4.1,3,0,1/21/2019,0,11,N/A - Still Employed,No request made,7.8,48.5,0,43
"Lindsay, Leonara ",10008,0,0,0,1,3,4,1,51777,14,17,4,6070,1988-10-05,0,3,2,Yes,2,1/21/2011,11/4/2015,3,Active,2,Eric Dougall,6.0,Diversity Job Fair,Exceeds,4.64,4,5,1/25/2019,0,14,N/A - Still Employed,No request made,7.7,45.3,2,36
"Sadki, Nore  ",10260,0,0,1,5,5,3,0,46428,19,22,10,2148,2074-12-21,1,3,2,No,5,1/5/2009,7/30/2018,14,Voluntarily Terminated,3,Michael Albert,22.0,Google Search,Fully Meets,4.6,5,0,2/5/2018,0,7,Personal reasons related to family relocation.,Wants to move from Production to Admin for better hours.,10.3,37.9,0,40
"Estremera, Miguel",10280,0,0,1,4,5,2,0,60340,19,22,10,2129,1983-09-02,1,3,2,No,5,4/2/2012,9/27/2018,4,Terminated for Cause,3,Michael Albert,22.0,Google Search,Needs Improvement,5.0,4,0,4/12/2018,5,16,Seeking a more innovative company culture.,No request made,5.9,24.3,0,41
"Stoica, Rick",10266,1,1,1,1,5,3,0,61355,19,22,10,2301,1985-03-14,1,1,2,No,1,2/17/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.7,3,0,1/11/2019,0,4,N/A - Still Employed,No request made,14.7,41.8,0,39
"Roper, Katie",10086,0,0,0,1,3,3,0,150290,7,8,10,2056,2072-11-21,0,3,2,No,2,1/7/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.94,3,5,2/6/2019,0,17,N/A - Still Employed,No request made,14.6,37.4,3,40
"Chan, Lin",10210,0,0,0,1,5,3,0,54237,19,22,10,2170,1979-02-12,0,3,2,No,5,5/12/2014,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,3.3,4,0,2/19/2019,0,11,N/A - Still Employed,No request made,11.7,22.9,0,45
"Buccheri, Joseph  ",10184,0,0,1,1,5,3,0,65288,20,23,10,1013,1983-07-28,1,3,2,No,5,9/29/2014,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,Google Search,Fully Meets,3.19,3,0,2/1/2019,0,9,N/A - Still Employed,Looking for a role with more client interaction.,0.7,20.8,0,41
"Johnston, Yen",10036,0,0,0,1,5,4,0,63322,20,23,10,2128,2069-09-08,0,3,2,No,5,7/7/2014,11/4/2015,3,Active,3,Brannon Miller,12.0,LinkedIn,Exceeds,4.3,3,0,1/11/2019,0,1,N/A - Still Employed,No request made,5.5,15.5,0,40
"Maurice, Shana",10053,1,1,0,1,5,3,0,54132,19,22,10,2330,1977-11-22,0,1,2,No,5,5/31/2011,11/4/2015,3,Active,3,David Stanley,14.0,Indeed,Fully Meets,5.0,4,0,1/10/2019,0,8,N/A - Still Employed,No request made,14.3,2.1,0,47
"Tejeda, Lenora ",10146,1,1,0,5,5,3,0,72202,20,23,10,2129,2053-05-24,0,1,2,No,5,5/16/2011,7/8/2017,0,Voluntarily Terminated,3,Elijiah Gray,16.0,Google Search,Fully Meets,3.93,3,0,4/18/2017,0,3,Found a position that allows for 100% remote work.,No request made,11.9,23.3,1,40
"Sullivan, Timothy",10117,1,1,1,1,5,3,0,63025,19,22,10,2747,1982-10-07,1,1,2,Yes,5,1/5/2015,11/4/2015,3,Active,3,Michael Albert,22.0,Google Search,Fully Meets,4.36,5,0,1/24/2019,0,10,N/A - Still Employed,No request made,2.1,26.5,1,42
"Roup,Simon",10198,0,0,1,1,3,3,0,140920,13,14,10,2481,2073-04-05,1,3,2,No,5,1/20/2013,11/4/2015,3,Active,2,Jennifer Zamora,5.0,Indeed,Fully Meets,3.6,5,7,2/18/2019,0,13,N/A - Still Employed,No request made,11.9,37.7,5,40
"Martin, Sandra",10110,0,0,0,1,4,3,0,105688,24,27,10,2135,1987-11-07,0,3,2,No,1,11/11/2013,11/4/2015,3,Active,5,Alex Sweetwater,10.0,Google Search,Fully Meets,4.5,5,4,1/14/2019,0,14,N/A - Still Employed,No request made,3.5,30.0,3,37
"DeGweck,  James",10070,1,1,1,5,5,3,0,55722,19,22,10,1810,1977-10-31,1,1,2,No,5,5/16/2011,6/8/2016,17,Voluntarily Terminated,3,Webster Butler,39.0,Indeed,Fully Meets,5.0,4,0,4/2/2016,0,14,Personal reasons related to family relocation.,No request made,1.7,8.0,1,47
"Kreuger, Freddy",10165,0,0,1,1,6,3,1,71339,3,2,17,10171,2069-02-24,1,3,2,Yes,2,3/7/2011,11/4/2015,3,Active,4,John Smith,17.0,Diversity Job Fair,Fully Meets,3.65,5,0,1/17/2019,0,20,N/A - Still Employed,No request made,13.9,22.5,2,40
"Brown, Mia",10238,1,1,0,1,1,3,1,63000,1,0,10,1450,1987-11-24,0,1,2,No,2,10/27/2008,11/4/2015,3,Active,0,Brandon R. LeBlanc,1.0,Diversity Job Fair,Fully Meets,4.5,2,6,1/15/2019,0,14,N/A - Still Employed,No request made,13.4,15.7,1,37
"Gosciminski, Phylicia  ",10218,0,3,0,3,5,3,0,66149,20,23,10,1824,1983-12-08,0,2,2,No,0,9/30/2013,11/4/2015,3,Active,3,Kissy Sullivan,20.0,Google Search,Fully Meets,4.4,5,0,2/21/2019,0,1,N/A - Still Employed,No request made,9.6,11.0,0,41
"Harrington, Christie ",10097,0,0,0,5,5,3,0,52177,19,22,10,2324,2052-08-18,0,3,2,No,5,1/9/2012,12/15/2015,15,Voluntarily Terminated,3,Webster Butler,39.0,CareerBuilder,Fully Meets,4.64,4,0,5/2/2015,0,8,Decided to return to school full-time for an MBA.,No request made,9.4,2.0,0,40
"Petrowsky, Thelma",10016,1,1,0,1,3,4,0,93554,9,6,10,1886,1984-09-16,0,1,2,No,2,11/10/2014,11/4/2015,3,Active,2,Simon Roup,4.0,Employee Referral,Exceeds,4.6,5,7,1/4/2019,0,16,N/A - Still Employed,No request made,11.7,7.7,3,40
"Carter, Michelle ",10040,0,0,0,1,6,3,0,71860,3,2,26,5664,2063-05-15,0,3,2,No,5,8/18/2014,11/4/2015,3,Active,4,John Smith,17.0,Indeed,Fully Meets,5.0,5,0,1/21/2019,0,7,N/A - Still Employed,No request made,10.1,48.2,3,40
"Winthrop, Jordan  ",10033,0,0,1,5,5,4,0,70507,20,23,10,2045,2058-11-07,1,3,2,No,5,1/7/2013,2/21/2016,15,Voluntarily Terminated,3,Brannon Miller,12.0,LinkedIn,Exceeds,5.0,3,0,1/19/2016,0,7,Offered a significantly higher salary at a competitor.,No request made,11.5,2.7,0,40
"Guilianno, Mike",10109,0,0,1,5,6,3,0,71707,3,2,22,37129,2069-02-09,1,3,2,No,4,3/7/2012,10/31/2014,14,Voluntarily Terminated,4,John Smith,17.0,LinkedIn,Fully Meets,4.5,5,0,2/1/2013,0,20,Felt the growth opportunities were limited in the current department.,No request made,14.0,43.0,2,40
"Lundy, Susan",10096,0,4,0,5,5,3,0,67237,20,23,10,2122,1976-12-26,0,4,2,No,5,7/8/2013,9/15/2016,11,Voluntarily Terminated,3,Michael Albert,22.0,LinkedIn,Fully Meets,4.65,4,0,6/10/2016,0,15,Found a position that allows for 100% remote work.,No request made,2.6,27.2,0,48
"Turpin, Jumil",10045,1,1,1,1,3,3,0,76029,15,18,10,2343,2069-03-31,1,1,0,No,5,3/30/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,5.0,4,7,1/14/2019,0,8,N/A - Still Employed,No request made,5.6,30.2,3,40
"Dobrin, Denisa  S",10207,0,0,0,1,5,3,0,46335,19,22,10,2125,1986-10-07,0,3,2,Yes,5,4/2/2012,11/4/2015,3,Active,3,David Stanley,14.0,CareerBuilder,Fully Meets,3.4,5,0,2/19/2019,0,15,N/A - Still Employed,No request made,7.1,7.1,0,38
"Brill, Donna",10177,1,1,0,5,5,3,0,53492,19,22,10,1701,1990-08-24,0,1,2,No,5,4/2/2012,6/15/2013,0,Voluntarily Terminated,3,David Stanley,14.0,Google Search,Fully Meets,3.35,4,0,3/4/2013,0,6,Found a position that allows for 100% remote work.,Looking for a role with more client interaction.,9.1,37.8,1,34
"Zamora, Jennifer",10010,0,0,0,1,3,4,0,220450,6,5,10,2067,1979-08-30,0,3,2,No,5,4/10/2010,11/4/2015,3,Active,2,Janet King,2.0,Employee Referral,Exceeds,4.6,5,6,2/21/2019,0,16,N/A - Still Employed,No request made,5.4,10.7,3,45
"Myers, Michael",10216,0,0,1,1,5,3,0,57575,19,22,10,1550,1980-04-18,1,3,2,No,1,7/8/2013,11/4/2015,3,Active,3,Kissy Sullivan,20.0,LinkedIn,Fully Meets,4.1,4,0,1/22/2019,0,13,N/A - Still Employed,No request made,2.1,7.8,1,44
"Bondwell, Betsy",10267,0,0,0,5,5,3,0,57815,20,23,10,2210,2067-01-16,0,3,2,No,5,1/10/2011,4/4/2014,5,Voluntarily Terminated,3,Elijiah Gray,16.0,Google Search,Fully Meets,4.8,5,0,3/4/2014,0,5,Felt the growth opportunities were limited in the current department.,No request made,0.9,16.3,0,40
"Ngodup, Shari ",10037,0,3,0,1,5,4,1,52984,19,22,10,1810,2067-06-03,0,2,2,No,2,4/1/2013,11/4/2015,3,Active,3,Brannon Miller,12.0,Diversity Job Fair,Exceeds,4.0,3,0,2/13/2019,0,12,N/A - Still Employed,Interested in joining the IT department to leverage technical skills.,1.1,4.6,0,40
"Foreman, Tanya",10163,1,1,0,5,5,3,0,55965,20,23,10,2170,1983-11-08,0,1,2,No,5,4/4/2011,1/9/2013,5,Voluntarily Terminated,3,Ketsia Liebig,19.0,Google Search,Fully Meets,3.66,3,0,1/7/2012,0,6,The workload was consistently exceeding 50 hours a week without recognition.,No request made,14.7,27.7,1,41
"Warfield, Sarah",10127,0,4,0,1,3,3,0,107226,28,31,10,2453,1978-05-02,0,4,2,No,1,3/30/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,4.2,4,8,2/5/2019,0,7,N/A - Still Employed,No request made,1.0,19.3,3,46
"Sahoo, Adil",10233,1,1,1,1,5,3,0,57975,20,23,10,2062,1986-04-26,1,1,2,No,5,8/30/2010,11/4/2015,3,Active,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,4.1,3,0,1/10/2019,0,13,N/A - Still Employed,No request made,7.4,14.7,0,38
"Von Massenbach, Anna",10183,0,0,0,2,5,3,0,62068,19,22,10,2124,1985-04-06,0,3,2,No,5,7/5/2015,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,3.21,3,0,1/29/2019,0,7,N/A - Still Employed,No request made,13.9,41.4,1,39
"Forrest, Alex",10305,1,1,1,1,6,3,0,70187,3,2,10,2330,2075-07-07,1,1,2,No,5,9/29/2014,8/19/2018,1,Terminated for Cause,4,Lynn Daneault,21.0,Employee Referral,PIP,2.0,5,0,1/28/2019,4,7,Personal reasons related to family relocation.,No request made,5.8,49.5,1,40
"Champaigne, Brian",10108,1,1,1,1,3,3,0,110929,5,4,10,2045,2072-02-09,1,1,2,No,5,9/6/2016,11/4/2015,3,Active,2,Jennifer Zamora,5.0,Indeed,Fully Meets,4.5,5,7,1/15/2019,0,8,N/A - Still Employed,No request made,13.0,22.6,2,40
"Wallace, Courtney  E",10274,1,1,0,5,5,3,1,80512,18,21,10,2478,2055-11-14,0,1,2,No,2,9/26/2011,1/2/2012,0,Voluntarily Terminated,3,Janet King,2.0,Diversity Job Fair,Fully Meets,4.5,3,0,1/2/2012,0,5,Offered a significantly higher salary at a competitor.,No request made,0.1,37.4,1,40
"Cierpiszewski, Caroline  ",10168,0,0,0,1,5,3,0,64816,19,22,10,2044,1988-05-31,0,3,1,No,2,10/3/2011,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,3.58,5,0,1/30/2019,0,3,N/A - Still Employed,No request made,7.3,14.2,0,36
"Tavares, Desiree  ",10221,1,1,0,5,5,3,1,60754,19,22,10,1801,2075-04-03,0,1,1,No,2,4/27/2009,4/1/2013,0,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Fully Meets,4.5,5,0,2/15/2012,0,11,The role evolved into something different than what was described during hiring.,No request made,3.3,26.8,0,40
"Mangal, Debbie",10279,1,1,0,1,5,3,0,61349,19,22,10,2451,2074-11-07,0,1,2,No,5,11/11/2013,11/4/2015,3,Active,3,Brannon Miller,12.0,LinkedIn,Fully Meets,4.1,3,0,1/22/2019,0,11,N/A - Still Employed,No request made,2.3,22.9,0,40
"Chace, Beatrice ",10067,0,0,0,1,5,3,0,61656,19,22,10,2763,2051-01-02,0,3,2,No,5,9/29/2014,11/4/2015,3,Active,3,Michael Albert,22.0,Google Search,Fully Meets,5.0,4,0,2/12/2019,0,11,N/A - Still Employed,No request made,3.2,15.4,1,40
"Exantus, Susan",10290,1,1,0,4,4,2,0,99280,24,27,10,1749,1987-05-15,0,1,2,No,2,5/2/2011,6/5/2013,4,Terminated for Cause,5,Alex Sweetwater,10.0,Indeed,Needs Improvement,2.1,5,4,8/10/2012,4,19,Personal reasons related to family relocation.,No request made,11.7,33.8,3,37
"Wilber, Barry",10048,1,1,1,5,5,3,0,55140,19,22,10,2324,2065-09-09,1,1,0,No,5,5/16/2011,9/7/2015,17,Voluntarily Terminated,3,Amy Dunn,11.0,Website,Fully Meets,5.0,3,0,2/15/2015,0,7,Personal reasons related to family relocation.,No request made,9.7,6.4,1,40
"Linares, Marilyn ",10186,1,1,0,5,5,3,0,52624,19,22,10,1886,1981-03-26,0,1,2,No,5,7/5/2011,9/26/2018,17,Voluntarily Terminated,3,Michael Albert,22.0,Indeed,Fully Meets,3.18,4,0,3/2/2018,0,16,The role evolved into something different than what was described during hiring.,No request made,12.5,8.5,0,43
"Quinn, Sean",10131,1,1,1,5,1,3,1,83363,23,27,10,2045,1984-11-06,1,1,0,No,2,2/21/2011,8/15/2015,5,Voluntarily Terminated,5,Janet King,2.0,Diversity Job Fair,Fully Meets,4.15,4,0,4/19/2014,0,4,Decided to return to school full-time for an MBA.,No request made,14.3,39.3,2,40
"Delarge, Alex",10306,0,0,1,1,6,1,0,61568,3,2,0,36006,2075-11-02,1,3,2,No,4,9/29/2014,11/4/2015,3,Active,4,John Smith,17.0,Indeed,PIP,1.93,3,0,1/30/2019,6,5,N/A - Still Employed,No request made,0.6,22.1,1,40
"Foster-Baker, Amy",10080,1,1,0,1,1,3,0,99351,26,29,10,2050,1979-04-16,0,1,2,no,5,1/5/2009,11/4/2015,3,Active,0,Board of Directors,9.0,Other,Fully Meets,5.0,3,2,2/8/2019,0,3,N/A - Still Employed,No request made,0.2,13.1,1,45
"LeBlanc, Brandon  R",10134,1,1,1,1,1,3,0,93046,23,26,10,1460,1984-06-10,1,1,2,No,5,1/5/2016,11/4/2015,3,Active,0,Janet King,2.0,CareerBuilder,Fully Meets,4.1,4,0,1/28/2019,0,20,N/A - Still Employed,No request made,9.3,39.5,3,40
"Kirill, Alexandra  ",10170,1,1,0,5,5,3,0,45433,19,22,10,2127,2070-10-08,0,1,2,No,5,9/26/2011,1/9/2014,11,Voluntarily Terminated,3,Amy Dunn,11.0,Google Search,Fully Meets,3.49,4,0,1/30/2013,0,6,The role evolved into something different than what was described during hiring.,Requested relocation to another state office.,9.1,14.8,1,40
"Dunne, Amy",10211,1,1,0,1,5,3,0,62514,19,22,10,1749,2073-09-23,0,1,2,No,5,4/26/2010,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Google Search,Fully Meets,2.9,3,0,1/21/2019,0,6,N/A - Still Employed,Requested relocation to another state office.,1.6,42.0,0,40
"Chivukula, Enola",10240,0,0,0,5,5,3,0,64786,19,22,10,1775,1983-08-27,0,3,2,No,5,6/27/2011,11/15/2015,14,Voluntarily Terminated,3,Amy Dunn,11.0,Indeed,Fully Meets,4.3,4,0,3/10/2015,0,3,Offered a significantly higher salary at a competitor.,No request made,13.6,6.2,0,41
"Gross, Paula",10059,0,2,0,5,5,3,0,63813,19,22,10,2176,1983-05-21,0,0,2,No,5,2/21/2011,1/11/2014,11,Voluntarily Terminated,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,5.0,5,0,6/3/2013,0,17,The role evolved into something different than what was described during hiring.,No request made,1.9,35.6,1,41
"Soto, Julia ",10119,1,1,0,1,3,3,0,66593,14,17,10,2360,2073-03-12,0,1,2,No,2,6/10/2011,11/4/2015,3,Active,2,Eric Dougall,6.0,LinkedIn,Fully Meets,4.3,3,5,2/8/2019,0,19,N/A - Still Employed,No request made,9.8,7.6,4,40
"Cady, Max ",10150,0,0,1,1,4,3,0,77692,25,28,10,2184,2066-11-22,1,3,2,No,5,8/15/2011,11/4/2015,3,Active,5,Jennifer Zamora,5.0,Google Search,Fully Meets,3.84,3,5,1/21/2019,0,4,N/A - Still Employed,Seeking a change in management style.,3.1,29.0,4,40
"Harrison, Kara",10007,1,1,0,1,5,4,0,62065,19,22,10,1886,2074-05-02,0,1,2,No,5,5/12/2014,11/4/2015,3,Active,3,Amy Dunn,11.0,CareerBuilder,Exceeds,4.76,4,0,2/15/2019,0,5,N/A - Still Employed,No request made,0.3,47.8,0,40
"Andreola, Colby",10194,0,0,0,1,4,3,0,95660,24,27,10,2110,1979-05-24,0,3,2,No,5,11/10/2014,11/4/2015,3,Active,5,Alex Sweetwater,10.0,LinkedIn,Fully Meets,3.04,3,4,1/2/2019,0,19,N/A - Still Employed,No request made,12.7,24.9,5,45
"Ozark, Travis",10041,0,0,1,1,6,3,0,68829,3,2,13,27229,1982-05-19,1,3,2,No,5,1/5/2015,11/4/2015,3,Active,4,John Smith,17.0,Website,Fully Meets,5.0,5,0,1/14/2019,0,18,N/A - Still Employed,No request made,8.5,19.4,1,42
"Nguyen, Dheepa",10042,0,0,0,1,6,3,0,63695,3,2,6,30428,1989-03-31,0,3,2,No,4,7/8/2013,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,5.0,5,0,1/25/2019,0,2,N/A - Still Employed,No request made,1.0,16.8,2,35
"Keatts, Kramer ",10192,0,0,1,1,5,3,0,50482,19,22,10,1887,1976-01-19,1,3,2,No,5,9/30/2013,11/4/2015,3,Active,3,Michael Albert,22.0,Indeed,Fully Meets,3.07,4,0,1/23/2019,0,10,N/A - Still Employed,Seeking a change in management style.,1.0,17.6,0,48
"Monterro, Luisa",10025,0,0,0,1,5,4,0,72460,20,23,10,2126,2070-04-24,0,3,2,No,2,5/13/2013,11/4/2015,3,Active,3,Kissy Sullivan,20.0,Indeed,Exceeds,4.7,3,0,1/14/2019,0,1,N/A - Still Employed,No request made,1.9,43.6,0,40
"Knapp, Bradley  J",10208,0,0,1,1,5,3,0,46654,19,22,10,1721,1977-11-10,1,3,2,No,2,2/17/2014,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,3.1,3,0,2/6/2019,0,3,N/A - Still Employed,No request made,9.4,14.1,0,47
"Gentry, Mildred",10159,1,1,0,1,5,3,0,51337,19,22,10,2145,1990-10-01,0,1,2,No,2,3/30/2015,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,3.73,3,0,1/16/2019,0,19,N/A - Still Employed,No request made,11.6,44.4,0,34
"Ivey, Rose ",10139,0,0,0,1,5,3,0,51908,19,22,10,1775,1991-01-28,0,3,2,No,5,8/19/2013,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,3.99,3,0,1/14/2019,0,14,N/A - Still Employed,Seeking a change in management style.,6.7,39.7,0,33
"Stanford,Barbara  M",10278,0,2,0,1,5,3,0,47961,19,22,10,2050,1982-08-25,0,0,2,No,4,1/10/2011,11/4/2015,3,Active,3,Kissy Sullivan,20.0,Google Search,Fully Meets,4.1,4,0,2/7/2019,0,9,N/A - Still Employed,No request made,12.0,5.7,0,42
